#Transit  t_c      1sigma_lower 1sigma_upper      O - C
#Number     (days)     (days)         (days)             (days)
0	9.74177596186	0.000369	0.000501 	0.0117536416
1	51.953963515	0.00044	0.000191 	0.0017079391
2	94.1712288593	0.000192	0.000235 	-0.0032599722
3	136.397965183	0.000239	0.000403 	0.0012430958
4	178.627880236	0.000289	0.000344 	0.0089248933
5	220.841554798	0.000486	0.000394 	0.0003661995
6	263.057238971	0.000583	0.000561 	-0.0061828835
7	305.28270602	0.000449	0.000387 	-0.0029490898
8	347.513091624	0.000113	0.000485 	0.0052032586
9	389.729245446	0.000315	0.000418 	-0.0008761747
10	431.943773433	0.000142	0.000313 	-0.0085814435
11	474.168402941	0.000246	0.000382 	-0.0061851912
12	516.399323961	0.000539	0.000207 	0.0025025735
13	558.618648823	0.000365	0.000514 	-0.0004058203
14	600.832338367	0.000343	0.000368 	-0.0089495322
15	643.056356523	0.000354	0.00039 	-0.0071646317
16	685.287698631	0.000375	0.000649 	0.0019442201
17	727.510357979	0.00042	0.000635 	0.0023703133
18	769.723333836	0.000397	0.000319 	-0.0068870853
19	811.946592513	3.3e-05	0.00047 	-0.0058616645
20	854.177918762	9.7e-05	0.000393 	0.0032313287
21	896.403505439	0.000422	3e-06 	0.0065847505
22	938.615806346	0.000262	9.9e-05 	-0.0033475987
23	980.837857345	0.000409	0.000371 	-0.0035298551
24	1023.06849671	0.000226	0.000442 	0.0048762571
25	1065.29621346	5.3e-05	0.0003 	0.0103597512
26	1107.5080137	0.000303	8.6e-05 	-7.32667e-05
27	1149.72837123	0.000418	0.000236 	-0.0019489913
28	1191.95768846	0.000343	0.000331 	0.0051349783
