#Transit  t_c           lower_err      upper_err
#Number  (days)          (days)          (days) 
0	1.941979	0.000144	0.000144
1	7.296786	0.000283	0.000283
2	12.654408	0.000314	0.000314
3	18.010997	0.000356	0.000356
4	23.366161	0.000336	0.000336
5	28.721616	0.000361	0.000361
6	34.076309	2.7e-05	2.7e-05
7	39.430975	0.000234	0.000234
8	44.78561	0.000235	0.000235
9	50.139923	0.000305	0.000305
10	55.494308	0.000217	0.000217
11	60.849909	0.000168	0.000168
12	66.205092	0.000235	0.000235
13	71.5626	0.000431	0.000431
14	76.919171	0.000491	0.000491
15	82.27419	0.000275	0.000275
16	87.629573	0.000303	0.000303
17	92.984421	0.000206	0.000206
18	98.339094	0.000446	0.000446
19	103.693807	1.7e-05	1.7e-05
20	109.048341	0.000388	0.000388
21	114.402898	0.000223	0.000223
22	119.759281	0.000285	0.000285
23	125.115041	0.000188	0.000188
24	130.471949	0.000164	0.000164
25	135.828253	0.00044	0.00044
26	141.183152	0.000322	0.000322
27	146.538369	0.000106	0.000106
28	151.89324	0.000155	0.000155
29	157.24782	0.00035	0.00035
30	162.602483	0.000279	0.000279
31	167.957217	0.000286	0.000286
32	173.311894	0.000161	0.000161
33	178.668988	0.000365	0.000365
34	184.025246	0.000218	0.000218
35	189.381276	0.000235	0.000235
36	194.737143	0.0003	0.0003
