#Transit  t_c           lower_err      upper_err
#Number  (days)          (days)          (days) 
0	1.942086	0.000264	0.000264
1	7.296529	0.000264	0.000264
2	12.654044	0.000264	0.000264
3	18.010832	0.000264	0.000264
4	23.366389	0.000264	0.000264
5	28.721868	0.000264	0.000264
6	34.076444	0.000264	0.000264
7	39.431166	0.000264	0.000264
8	44.785746	0.000264	0.000264
9	50.139754	0.000264	0.000264
10	55.494422	0.000264	0.000264
11	60.85012	0.000264	0.000264
12	66.205291	0.000264	0.000264
13	71.562914	0.000264	0.000264
14	76.919358	0.000264	0.000264
15	82.274283	0.000264	0.000264
16	87.629856	0.000264	0.000264
17	92.984414	0.000264	0.000264
18	98.338861	0.000264	0.000264
19	103.693764	0.000264	0.000264
20	109.048144	0.000264	0.000264
21	114.40272	0.000264	0.000264
22	119.759243	0.000264	0.000264
23	125.114832	0.000264	0.000264
24	130.471868	0.000264	0.000264
25	135.827753	0.000264	0.000264
26	141.183208	0.000264	0.000264
27	146.538369	0.000264	0.000264
28	151.893024	0.000264	0.000264
29	157.247994	0.000264	0.000264
30	162.602731	0.000264	0.000264
31	167.956793	0.000264	0.000264
32	173.311693	0.000264	0.000264
33	178.668785	0.000264	0.000264
34	184.024998	0.000264	0.000264
35	189.381495	0.000264	0.000264
36	194.737092	0.000264	0.000264
37	200.091785	0.000264	0.000264
38	205.446241	0.000264	0.000264
39	210.801659	0.000264	0.000264
40	216.155527	0.000264	0.000264
